Date,Time,Type,Strike,Open_5m
2025-01-01,14:10,PE,24050,512.5
2025-01-01,14:10,PE,24200,575.95
2025-01-01,14:10,PE,24500,748.0
2025-01-01,14:10,PE,24600,815.35
2025-01-01,14:15,CE,23500,868.95
2025-01-01,14:15,CE,23600,799.95
2025-01-01,14:15,CE,23700,741.25
2025-01-01,14:15,CE,23750,707.6
2025-01-01,14:15,CE,23800,680.0
2025-01-01,14:15,CE,23900,616.9
2025-01-01,14:15,CE,23950,590.9
2025-01-01,14:15,CE,24000,567.0
2025-01-01,14:15,CE,24100,510.65
2025-01-01,14:15,CE,24200,463.0
2025-01-01,14:15,CE,24300,417.9
2025-01-01,14:15,CE,24500,333.45
2025-01-01,14:15,CE,24600,295.0
2025-01-01,14:15,PE,22400,90.65
2025-01-01,14:15,PE,22500,105.0
2025-01-01,14:15,PE,22600,115.6
2025-01-01,14:15,PE,22700,128.95
2025-01-01,14:15,PE,22800,145.15
2025-01-01,14:15,PE,22900,162.1
2025-01-01,14:15,PE,23000,185.7
2025-01-01,14:15,PE,23200,228.3
2025-01-01,14:15,PE,23400,280.35
2025-01-01,14:15,PE,23500,311.05
2025-01-01,14:15,PE,23700,377.95
2025-01-01,14:15,PE,23800,415.85
2025-01-01,14:15,PE,23900,453.5
2025-01-01,14:15,PE,24000,496.7
2025-01-01,14:15,PE,24050,519.9
2025-01-01,14:15,PE,24100,530.2
2025-01-01,14:15,PE,24500,755.95
2025-01-01,14:15,PE,24600,817.6
2025-01-01,14:20,CE,23500,859.0
2025-01-01,14:20,CE,23600,800.55
2025-01-01,14:20,CE,23700,734.0
2025-01-01,14:20,CE,23800,674.7
2025-01-01,14:20,CE,24000,558.25
2025-01-01,14:20,CE,24100,508.3
2025-01-01,14:20,CE,24300,415.45
2025-01-01,14:20,CE,24500,330.25
2025-01-01,14:20,CE,24600,293.0
2025-01-01,14:20,PE,22500,107.2
2025-01-01,14:20,PE,22600,117.0
2025-01-01,14:20,PE,22800,147.2
2025-01-01,14:20,PE,22900,164.0
2025-01-01,14:20,PE,23000,187.25
2025-01-01,14:20,PE,23100,203.7
2025-01-01,14:20,PE,23200,231.4
2025-01-01,14:20,PE,23300,254.25
2025-01-01,14:20,PE,23400,282.95
2025-01-01,14:20,PE,23500,315.05
2025-01-01,14:20,PE,23700,381.6
2025-01-01,14:20,PE,23800,420.4
2025-01-01,14:20,PE,24000,503.25
2025-01-01,14:20,PE,24500,767.0
2025-01-01,14:25,CE,23000,1220.0
2025-01-01,14:25,CE,23400,941.95
2025-01-01,14:25,CE,23500,859.0
2025-01-01,14:25,CE,23600,800.0
2025-01-01,14:25,CE,23650,828.75
2025-01-01,14:25,CE,23700,740.0
2025-01-01,14:25,CE,23750,698.55
2025-01-01,14:25,CE,23800,673.5
2025-01-01,14:25,CE,24000,566.45
2025-01-01,14:25,CE,24100,506.65
2025-01-01,14:25,CE,24200,455.55
2025-01-01,14:25,CE,24300,413.45
2025-01-01,14:25,CE,24450,345.05
2025-01-01,14:25,CE,24500,334.3
2025-01-01,14:25,PE,22500,106.35
2025-01-01,14:25,PE,22600,117.4
2025-01-01,14:25,PE,22700,129.05
2025-01-01,14:25,PE,22800,147.15
2025-01-01,14:25,PE,22900,156.4
2025-01-01,14:25,PE,23000,187.0
2025-01-01,14:25,PE,23100,207.3
2025-01-01,14:25,PE,23300,255.8
2025-01-01,14:25,PE,23500,314.2
2025-01-01,14:25,PE,23550,320.65
2025-01-01,14:25,PE,23600,347.4
2025-01-01,14:25,PE,23650,356.75
2025-01-01,14:25,PE,23700,381.95
2025-01-01,14:25,PE,23800,415.0
2025-01-01,14:25,PE,23850,442.7
2025-01-01,14:25,PE,23900,461.8
2025-01-01,14:25,PE,24000,498.4
2025-01-01,14:25,PE,24100,545.1
2025-01-01,14:25,PE,24300,650.0
2025-01-01,14:25,PE,24500,765.0
2025-01-01,14:30,CE,23500,867.0
2025-01-01,14:30,CE,23600,801.05
2025-01-01,14:30,CE,23650,828.75
2025-01-01,14:30,CE,23750,704.7
2025-01-01,14:30,CE,23850,645.8
2025-01-01,14:30,CE,24000,561.0
2025-01-01,14:30,CE,24050,535.15
2025-01-01,14:30,CE,24300,411.0
2025-01-01,14:30,CE,24500,330.0
2025-01-01,14:30,PE,22500,106.8
2025-01-01,14:30,PE,22700,131.7
2025-01-01,14:30,PE,23000,188.55
2025-01-01,14:30,PE,23100,207.0
2025-01-01,14:30,PE,23300,257.0
2025-01-01,14:30,PE,23400,283.5
2025-01-01,14:30,PE,23500,314.6
2025-01-01,14:30,PE,23600,345.8
2025-01-01,14:30,PE,23800,416.0
2025-01-01,14:30,PE,23900,457.45
2025-01-01,14:30,PE,24000,503.0
2025-01-01,14:30,PE,24100,544.35
2025-01-01,14:30,PE,24450,710.65
2025-01-01,14:30,PE,24500,760.0
2025-01-01,14:35,CE,23000,1236.05
2025-01-01,14:35,CE,23600,810.0
2025-01-01,14:35,CE,23700,739.95
2025-01-01,14:35,CE,23800,680.5
2025-01-01,14:35,CE,23850,647.8
2025-01-01,14:35,CE,23900,621.25
2025-01-01,14:35,CE,23950,600.0
2025-01-01,14:35,CE,24000,564.35
2025-01-01,14:35,CE,24100,510.0
2025-01-01,14:35,CE,24300,418.5
2025-01-01,14:35,CE,24400,378.0
2025-01-01,14:35,CE,24500,337.35
2025-01-01,14:35,CE,24600,298.95
2025-01-01,14:35,PE,22400,86.7
2025-01-01,14:35,PE,22500,105.05
2025-01-01,14:35,PE,22550,107.75
2025-01-01,14:35,PE,22600,114.8
2025-01-01,14:35,PE,22700,130.05
2025-01-01,14:35,PE,22900,162.35
2025-01-01,14:35,PE,23000,186.0
2025-01-01,14:35,PE,23300,243.35
2025-01-01,14:35,PE,23500,313.2
2025-01-01,14:35,PE,23800,410.55
2025-01-01,14:35,PE,24000,500.8
2025-01-01,14:35,PE,24200,597.0
2025-01-01,14:35,PE,24500,761.25
2025-01-01,14:40,CE,23500,864.0
2025-01-01,14:40,CE,23600,806.95
2025-01-01,14:40,CE,23700,739.0
2025-01-01,14:40,CE,23800,673.55
2025-01-01,14:40,CE,23950,592.0
2025-01-01,14:40,CE,24000,563.0
2025-01-01,14:40,CE,24200,460.5
2025-01-01,14:40,CE,24300,413.9
2025-01-01,14:40,CE,24500,332.65
2025-01-01,14:40,CE,24600,290.15
2025-01-01,14:40,PE,22400,88.75
2025-01-01,14:40,PE,22500,104.6
2025-01-01,14:40,PE,22600,114.85
2025-01-01,14:40,PE,22700,128.3
2025-01-01,14:40,PE,22800,144.1
2025-01-01,14:40,PE,22900,162.1
2025-01-01,14:40,PE,23000,186.65
2025-01-01,14:40,PE,23300,253.95
2025-01-01,14:40,PE,23500,312.0
2025-01-01,14:40,PE,23650,366.6
2025-01-01,14:40,PE,23800,416.95
2025-01-01,14:40,PE,23900,457.35
2025-01-01,14:40,PE,24000,497.95
2025-01-01,14:40,PE,24500,758.0
2025-01-01,14:45,CE,23000,1212.0
2025-01-01,14:45,CE,23500,856.0
2025-01-01,14:45,CE,23600,789.05
2025-01-01,14:45,CE,23700,724.1
2025-01-01,14:45,CE,23800,665.0
2025-01-01,14:45,CE,23900,599.95
2025-01-01,14:45,CE,23950,574.2
2025-01-01,14:45,CE,24000,552.75
2025-01-01,14:45,CE,24300,400.4
2025-01-01,14:45,CE,24400,360.0
2025-01-01,14:45,CE,24500,319.4
2025-01-01,14:45,CE,24600,286.45
2025-01-01,14:45,PE,22400,90.55
2025-01-01,14:45,PE,22500,106.1
2025-01-01,14:45,PE,22600,117.1
2025-01-01,14:45,PE,22700,130.35
2025-01-01,14:45,PE,22800,147.5
2025-01-01,14:45,PE,22900,166.05
2025-01-01,14:45,PE,23000,188.95
2025-01-01,14:45,PE,23100,208.35
2025-01-01,14:45,PE,23300,259.45
2025-01-01,14:45,PE,23400,284.5
2025-01-01,14:45,PE,23500,317.0
2025-01-01,14:45,PE,23700,386.65
2025-01-01,14:45,PE,23800,422.0
2025-01-01,14:45,PE,23850,445.15
2025-01-01,14:45,PE,23900,465.75
2025-01-01,14:45,PE,24000,505.55
2025-01-01,14:45,PE,24500,775.0
2025-01-01,14:50,CE,23400,912.0
2025-01-01,14:50,CE,23500,850.0
2025-01-01,14:50,CE,23600,783.35
2025-01-01,14:50,CE,23750,693.05
2025-01-01,14:50,CE,23800,663.0
2025-01-01,14:50,CE,24000,551.4
2025-01-01,14:50,CE,24050,523.5
2025-01-01,14:50,CE,24300,400.65
2025-01-01,14:50,CE,24400,362.95
2025-01-01,14:50,CE,24500,320.7
2025-01-01,14:50,CE,24600,286.25
2025-01-01,14:50,PE,22400,92.4
2025-01-01,14:50,PE,22500,107.0
2025-01-01,14:50,PE,22600,117.6
2025-01-01,14:50,PE,22700,131.2
2025-01-01,14:50,PE,22800,148.3
2025-01-01,14:50,PE,22900,166.65
2025-01-01,14:50,PE,23000,190.85
2025-01-01,14:50,PE,23100,209.9
2025-01-01,14:50,PE,23200,232.25
2025-01-01,14:50,PE,23300,259.8
2025-01-01,14:50,PE,23400,288.95
2025-01-01,14:50,PE,23500,320.25
2025-01-01,14:50,PE,23600,350.05
2025-01-01,14:50,PE,23700,387.0
2025-01-01,14:50,PE,23800,425.0
2025-01-01,14:50,PE,23850,445.1
2025-01-01,14:50,PE,23900,466.3
2025-01-01,14:50,PE,23950,484.75
2025-01-01,14:50,PE,24000,506.45
2025-01-01,14:50,PE,24100,553.85
2025-01-01,14:50,PE,24200,606.05
2025-01-01,14:50,PE,24500,777.15
2025-01-01,14:55,CE,22500,1605.05
2025-01-01,14:55,CE,23000,1205.0
2025-01-01,14:55,CE,23500,842.0
2025-01-01,14:55,CE,23600,779.35
2025-01-01,14:55,CE,23700,716.05
2025-01-01,14:55,CE,23750,694.35
2025-01-01,14:55,CE,23800,658.15
2025-01-01,14:55,CE,23900,601.5
2025-01-01,14:55,CE,24000,549.6
2025-01-01,14:55,CE,24050,519.1
2025-01-01,14:55,CE,24200,445.0
2025-01-01,14:55,CE,24500,319.65
2025-01-01,14:55,CE,24600,283.55
2025-01-01,14:55,PE,22400,92.5
2025-01-01,14:55,PE,22500,108.0
2025-01-01,14:55,PE,22600,119.7
2025-01-01,14:55,PE,22700,133.6
2025-01-01,14:55,PE,22800,150.5
2025-01-01,14:55,PE,22900,169.6
2025-01-01,14:55,PE,23000,192.15
2025-01-01,14:55,PE,23100,213.65
2025-01-01,14:55,PE,23200,236.1
2025-01-01,14:55,PE,23300,264.7
2025-01-01,14:55,PE,23400,292.7
2025-01-01,14:55,PE,23500,322.6
2025-01-01,14:55,PE,23600,359.0
2025-01-01,14:55,PE,23750,384.55
2025-01-01,14:55,PE,23800,429.65
2025-01-01,14:55,PE,23850,447.6
2025-01-01,14:55,PE,24000,514.75
2025-01-01,14:55,PE,24500,782.0
2025-01-01,15:00,CE,23500,844.3
2025-01-01,15:00,CE,23600,787.0
2025-01-01,15:00,CE,23700,724.0
2025-01-01,15:00,CE,23800,663.0
2025-01-01,15:00,CE,23850,630.0
2025-01-01,15:00,CE,23900,601.2
2025-01-01,15:00,CE,24000,548.6
2025-01-01,15:00,CE,24050,518.6
2025-01-01,15:00,CE,24100,495.0
2025-01-01,15:00,CE,24200,448.9
2025-01-01,15:00,CE,24300,402.55
2025-01-01,15:00,CE,24500,323.0
2025-01-01,15:00,CE,24600,284.0
2025-01-01,15:00,PE,22500,110.0
2025-01-01,15:00,PE,23000,194.4
2025-01-01,15:00,PE,23200,238.4
2025-01-01,15:00,PE,23300,264.55
2025-01-01,15:00,PE,23400,292.2
2025-01-01,15:00,PE,23500,325.05
2025-01-01,15:00,PE,23600,358.8
2025-01-01,15:00,PE,23700,394.5
2025-01-01,15:00,PE,23750,415.9
2025-01-01,15:00,PE,23800,431.6
2025-01-01,15:00,PE,23850,451.75
2025-01-01,15:00,PE,23900,476.15
2025-01-01,15:00,PE,23950,494.85
2025-01-01,15:00,PE,24000,517.05
2025-01-01,15:00,PE,24100,565.05
2025-01-01,15:00,PE,24150,595.0
2025-01-01,15:00,PE,24200,620.0
2025-01-01,15:00,PE,24300,665.1
2025-01-01,15:00,PE,24400,682.05
2025-01-01,15:00,PE,24500,784.45
2025-01-01,15:05,CE,23000,1197.0
2025-01-01,15:05,CE,23500,843.0
2025-01-01,15:05,CE,23600,781.8
2025-01-01,15:05,CE,23700,712.05
2025-01-01,15:05,CE,23800,658.0
2025-01-01,15:05,CE,23900,598.0
2025-01-01,15:05,CE,24000,548.3
2025-01-01,15:05,CE,24050,519.05
2025-01-01,15:05,CE,24100,492.0
2025-01-01,15:05,CE,24200,444.7
2025-01-01,15:05,CE,24300,401.85
2025-01-01,15:05,CE,24500,319.6
2025-01-01,15:05,PE,22500,110.75
2025-01-01,15:05,PE,22600,122.0
2025-01-01,15:05,PE,22700,136.2
2025-01-01,15:05,PE,22900,171.0
2025-01-01,15:05,PE,22950,190.1
2025-01-01,15:05,PE,23000,194.85
2025-01-01,15:05,PE,23100,216.15
2025-01-01,15:05,PE,23200,238.1
2025-01-01,15:05,PE,23400,294.95
2025-01-01,15:05,PE,23500,327.45
2025-01-01,15:05,PE,23600,359.95
2025-01-01,15:05,PE,23650,377.45
2025-01-01,15:05,PE,23700,394.75
2025-01-01,15:05,PE,23800,432.5
2025-01-01,15:05,PE,23900,473.15
2025-01-01,15:05,PE,24000,519.0
2025-01-01,15:05,PE,24100,567.4
2025-01-01,15:05,PE,24500,784.0
2025-01-01,15:10,CE,22500,1610.0
2025-01-01,15:10,CE,23500,855.0
2025-01-01,15:10,CE,23600,788.0
2025-01-01,15:10,CE,23700,727.6
2025-01-01,15:10,CE,23750,692.95
2025-01-01,15:10,CE,23800,666.6
2025-01-01,15:10,CE,23900,603.95
2025-01-01,15:10,CE,24000,548.1
2025-01-01,15:10,CE,24100,503.4
2025-01-01,15:10,CE,24300,403.0
2025-01-01,15:10,CE,24500,322.0
2025-01-01,15:10,CE,24600,287.55
2025-01-01,15:10,PE,22500,109.5
2025-01-01,15:10,PE,22600,119.5
2025-01-01,15:10,PE,23000,195.0
2025-01-01,15:10,PE,23100,214.8
2025-01-01,15:10,PE,23200,237.75
2025-01-01,15:10,PE,23300,261.95
2025-01-01,15:10,PE,23400,292.85
2025-01-01,15:10,PE,23500,326.15
2025-01-01,15:10,PE,23600,356.85
2025-01-01,15:10,PE,23650,370.9
2025-01-01,15:10,PE,23700,387.55
2025-01-01,15:10,PE,23750,411.85
2025-01-01,15:10,PE,23800,429.0
2025-01-01,15:10,PE,24000,517.25
2025-01-01,15:10,PE,24050,539.0
2025-01-01,15:10,PE,24100,558.85
2025-01-01,15:10,PE,24500,784.85
2025-01-01,15:15,CE,23000,1210.0
2025-01-01,15:15,CE,23500,854.0
2025-01-01,15:15,CE,23600,787.0
2025-01-01,15:15,CE,23750,691.85
2025-01-01,15:15,CE,23900,607.95
2025-01-01,15:15,CE,24000,553.4
2025-01-01,15:15,CE,24100,500.45
2025-01-01,15:15,CE,24200,454.0
2025-01-01,15:15,CE,24300,405.45
2025-01-01,15:15,CE,24500,324.55
2025-01-01,15:15,CE,24600,286.5
2025-01-01,15:15,PE,22400,91.0
2025-01-01,15:15,PE,22500,109.0
2025-01-01,15:15,PE,22600,120.85
2025-01-01,15:15,PE,23000,192.95
2025-01-01,15:15,PE,23100,214.4
2025-01-01,15:15,PE,23200,237.65
2025-01-01,15:15,PE,23400,291.15
2025-01-01,15:15,PE,23500,322.0
2025-01-01,15:15,PE,23600,353.5
2025-01-01,15:15,PE,23650,372.4
2025-01-01,15:15,PE,23700,391.2
2025-01-01,15:15,PE,23800,427.5
2025-01-01,15:15,PE,23900,468.1
2025-01-01,15:15,PE,24000,512.0
2025-01-01,15:15,PE,24150,580.75
2025-01-01,15:15,PE,24200,613.0
2025-01-01,15:20,CE,23500,856.45
2025-01-01,15:20,CE,23600,792.0
2025-01-01,15:20,CE,23650,762.5
2025-01-01,15:20,CE,23700,729.15
2025-01-01,15:20,CE,23750,703.15
2025-01-01,15:20,CE,23800,667.45
2025-01-01,15:20,CE,23850,638.6
2025-01-01,15:20,CE,24000,556.0
2025-01-01,15:20,CE,24050,529.25
2025-01-01,15:20,CE,24150,480.15
2025-01-01,15:20,CE,24200,454.25
2025-01-01,15:20,CE,24300,407.45
2025-01-01,15:20,CE,24500,326.0
2025-01-01,15:20,CE,24600,290.0
2025-01-01,15:20,PE,22400,95.0
2025-01-01,15:20,PE,22500,109.2
2025-01-01,15:20,PE,22600,121.0
2025-01-01,15:20,PE,22800,150.75
2025-01-01,15:20,PE,22900,169.15
2025-01-01,15:20,PE,23000,193.65
2025-01-01,15:20,PE,23100,211.95
2025-01-01,15:20,PE,23200,232.0
2025-01-01,15:20,PE,23300,262.5
2025-01-01,15:20,PE,23400,288.85
2025-01-01,15:20,PE,23500,322.5
2025-01-01,15:20,PE,23550,338.2
2025-01-01,15:20,PE,23600,350.5
2025-01-01,15:20,PE,23700,388.55
2025-01-01,15:20,PE,23750,408.3
2025-01-01,15:20,PE,23800,427.35
2025-01-01,15:20,PE,23850,443.1
2025-01-01,15:20,PE,23900,464.0
2025-01-01,15:20,PE,23950,489.95
2025-01-01,15:20,PE,24000,513.0
2025-01-01,15:20,PE,24050,532.0
2025-01-01,15:20,PE,24100,558.7
2025-01-01,15:20,PE,24150,577.0
2025-01-01,15:20,PE,24500,776.75
2025-01-01,15:20,PE,24600,836.0
2025-01-01,15:25,CE,23000,1220.35
2025-01-01,15:25,CE,23500,861.8
2025-01-01,15:25,CE,23600,799.35
2025-01-01,15:25,CE,23700,732.75
2025-01-01,15:25,CE,23750,702.55
2025-01-01,15:25,CE,23800,674.45
2025-01-01,15:25,CE,23850,651.0
2025-01-01,15:25,CE,23900,615.3
2025-01-01,15:25,CE,23950,591.2
2025-01-01,15:25,CE,24000,560.05
2025-01-01,15:25,CE,24050,535.2
2025-01-01,15:25,CE,24150,489.45
2025-01-01,15:25,CE,24200,458.2
2025-01-01,15:25,CE,24300,411.35
2025-01-01,15:25,CE,24350,377.1
2025-01-01,15:25,CE,24400,368.75
2025-01-01,15:25,CE,24500,329.05
2025-01-01,15:25,CE,24600,292.05
2025-01-01,15:25,PE,22400,93.55
2025-01-01,15:25,PE,22500,106.7
2025-01-01,15:25,PE,22600,117.45
2025-01-01,15:25,PE,22700,133.15
2025-01-01,15:25,PE,22800,148.5
2025-01-01,15:25,PE,22900,166.7
2025-01-01,15:25,PE,23000,190.65
2025-01-01,15:25,PE,23100,210.05
2025-01-01,15:25,PE,23200,232.0
2025-01-01,15:25,PE,23300,258.0
2025-01-01,15:25,PE,23400,287.0
2025-01-01,15:25,PE,23450,302.8
2025-01-01,15:25,PE,23500,318.6
2025-01-01,15:25,PE,23550,334.2
2025-01-01,15:25,PE,23600,350.0
2025-01-01,15:25,PE,23650,366.8
2025-01-01,15:25,PE,23700,385.0
2025-01-01,15:25,PE,23750,403.25
2025-01-01,15:25,PE,23800,424.3
2025-01-01,15:25,PE,23850,443.25
2025-01-01,15:25,PE,23900,464.35
2025-01-01,15:25,PE,23950,483.15
2025-01-01,15:25,PE,24000,505.05
2025-01-01,15:25,PE,24050,529.75
2025-01-01,15:25,PE,24100,553.45
2025-01-01,15:25,PE,24150,577.0
2025-01-01,15:25,PE,24200,605.6
2025-01-01,15:25,PE,24300,650.55
2025-01-01,15:25,PE,24400,713.0
2025-01-01,15:25,PE,24500,766.75
2025-01-01,15:30,CE,24000,565.0
2025-01-01,15:30,PE,23800,434.2
2025-01-04,09:15,CE,22000,1725.0
2025-01-04,09:15,CE,22500,1300.7
2025-01-04,09:15,CE,22800,1041.0
2025-01-04,09:15,CE,23000,887.95
2025-01-04,09:15,CE,23100,838.05
2025-01-04,09:15,CE,23200,760.05
2025-01-04,09:15,CE,23300,689.95
2025-01-04,09:15,CE,23400,624.0
2025-01-04,09:15,CE,23450,612.85
2025-01-04,09:15,CE,23500,572.0
2025-01-04,09:15,CE,23550,535.0
2025-01-04,09:15,CE,23600,550.15
2025-01-04,09:15,CE,23650,487.45
2025-01-04,09:15,CE,23700,453.55
2025-01-04,09:15,CE,23750,432.25
2025-01-04,09:15,CE,23800,402.05
2025-01-04,09:15,CE,23900,411.9
2025-01-04,09:15,CE,24000,310.05
2025-01-04,09:15,CE,24100,271.05
2025-01-04,09:15,CE,24200,233.55
2025-01-04,09:15,CE,24300,205.05
2025-01-04,09:15,CE,24400,190.0
2025-01-04,09:15,CE,24500,144.95
2025-01-04,09:15,CE,24550,135.9
2025-01-04,09:15,CE,24600,129.55
2025-01-04,09:15,CE,24700,106.15
2025-01-04,09:15,CE,24800,93.7
2025-01-04,09:15,CE,24900,86.3
2025-01-04,09:15,PE,21500,59.0
2025-01-04,09:15,PE,21800,70.0
2025-01-04,09:15,PE,21900,79.0
2025-01-04,09:15,PE,22000,90.0
2025-01-04,09:15,PE,22100,95.0
2025-01-04,09:15,PE,22200,96.45
2025-01-04,09:15,PE,22300,115.05
2025-01-04,09:15,PE,22400,124.9
2025-01-04,09:15,PE,22500,151.0
2025-01-04,09:15,PE,22600,155.0
2025-01-04,09:15,PE,22700,178.0
2025-01-04,09:15,PE,22800,198.45
2025-01-04,09:15,PE,22900,221.45
2025-01-04,09:15,PE,22950,238.3
2025-01-04,09:15,PE,23000,250.0
2025-01-04,09:15,PE,23050,263.85
2025-01-04,09:15,PE,23100,269.05
2025-01-04,09:15,PE,23150,289.7
2025-01-04,09:15,PE,23200,295.95
2025-01-04,09:15,PE,23300,325.95
2025-01-04,09:15,PE,23400,389.0
2025-01-04,09:15,PE,23500,426.0
2025-01-04,09:15,PE,23600,440.45
2025-01-04,09:15,PE,23700,484.05
2025-01-04,09:15,PE,23750,502.65
2025-01-04,09:15,PE,23800,532.95
2025-01-04,09:15,PE,23900,577.05
2025-01-04,09:15,PE,24000,638.05
2025-01-04,09:15,PE,24200,757.95
2025-01-04,09:15,PE,24300,820.95
2025-01-04,09:15,PE,24500,969.05
2025-01-04,09:20,CE,22000,1720.0
2025-01-04,09:20,CE,22500,1300.0
2025-01-04,09:20,CE,22800,1060.0
2025-01-04,09:20,CE,22900,980.0
2025-01-04,09:20,CE,23000,898.0
2025-01-04,09:20,CE,23100,840.95
2025-01-04,09:20,CE,23200,755.95
2025-01-04,09:20,CE,23250,720.0
2025-01-04,09:20,CE,23300,688.25
2025-01-04,09:20,CE,23400,623.6
2025-01-04,09:20,CE,23450,585.9
2025-01-04,09:20,CE,23500,559.0
2025-01-04,09:20,CE,23550,527.05
2025-01-04,09:20,CE,23600,503.8
2025-01-04,09:20,CE,23650,485.8
2025-01-04,09:20,CE,23700,446.25
2025-01-04,09:20,CE,23750,427.85
2025-01-04,09:20,CE,23800,397.0
2025-01-04,09:20,CE,23850,389.0
2025-01-04,09:20,CE,23900,347.7
2025-01-04,09:20,CE,24000,307.0
2025-01-04,09:20,CE,24100,265.9
2025-01-04,09:20,CE,24150,252.1
2025-01-04,09:20,CE,24200,230.0
2025-01-04,09:20,CE,24300,199.2
2025-01-04,09:20,CE,24400,169.95
2025-01-04,09:20,CE,24450,156.05
2025-01-04,09:20,CE,24500,148.65
2025-01-04,09:20,CE,24550,137.9
2025-01-04,09:20,CE,24600,128.15
2025-01-04,09:20,CE,24700,109.5
2025-01-04,09:20,CE,24800,95.45
2025-01-04,09:20,CE,24900,81.2
2025-01-04,09:20,PE,21400,50.0
2025-01-04,09:20,PE,21500,57.3
2025-01-04,09:20,PE,21800,73.0
2025-01-04,09:20,PE,22000,90.0
2025-01-04,09:20,PE,22100,96.0
2025-01-04,09:20,PE,22200,102.95
2025-01-04,09:20,PE,22300,118.0
2025-01-04,09:20,PE,22400,130.8
2025-01-04,09:20,PE,22500,147.05
2025-01-04,09:20,PE,22600,158.7
2025-01-04,09:20,PE,22650,165.85
2025-01-04,09:20,PE,22700,175.0
2025-01-04,09:20,PE,22800,200.1
2025-01-04,09:20,PE,22900,222.5
2025-01-04,09:20,PE,23000,249.9
2025-01-04,09:20,PE,23050,253.1
2025-01-04,09:20,PE,23100,275.45
2025-01-04,09:20,PE,23200,303.95
2025-01-04,09:20,PE,23250,301.15
2025-01-04,09:20,PE,23300,334.0
2025-01-04,09:20,PE,23400,368.45
2025-01-04,09:20,PE,23450,364.75
2025-01-04,09:20,PE,23500,404.85
2025-01-04,09:20,PE,23550,401.95
2025-01-04,09:20,PE,23600,445.0
2025-01-04,09:20,PE,23700,482.0
2025-01-04,09:20,PE,23750,510.0
2025-01-04,09:20,PE,23800,532.05
2025-01-04,09:20,PE,23900,583.95
2025-01-04,09:20,PE,24000,644.0
2025-01-04,09:20,PE,24100,677.0
2025-01-04,09:20,PE,24200,762.45
2025-01-04,09:20,PE,24500,955.0
2025-01-04,09:20,PE,24800,1217.0
2025-01-04,09:25,CE,22500,1301.0
2025-01-04,09:25,CE,22800,1080.0
2025-01-04,09:25,CE,23000,907.65
2025-01-04,09:25,CE,23100,860.95
2025-01-04,09:25,CE,23200,755.95
2025-01-04,09:25,CE,23300,703.4
2025-01-04,09:25,CE,23400,632.95
2025-01-04,09:25,CE,23500,565.6
2025-01-04,09:25,CE,23600,511.05
2025-01-04,09:25,CE,23650,480.4
2025-01-04,09:25,CE,23700,454.15
2025-01-04,09:25,CE,23800,400.25
2025-01-04,09:25,CE,23900,355.1
2025-01-04,09:25,CE,24000,313.9
2025-01-04,09:25,CE,24100,270.0
2025-01-04,09:25,CE,24200,235.4
2025-01-04,09:25,CE,24300,204.0
2025-01-04,09:25,CE,24400,173.65
2025-01-04,09:25,CE,24450,162.2
2025-01-04,09:25,CE,24500,152.45
2025-01-04,09:25,CE,24550,140.65
2025-01-04,09:25,CE,24600,130.75
2025-01-04,09:25,CE,24700,111.7
2025-01-04,09:25,CE,24800,97.1
2025-01-04,09:25,CE,24900,81.5
2025-01-04,09:25,PE,21400,50.6
2025-01-04,09:25,PE,21500,55.35
2025-01-04,09:25,PE,21700,65.0
2025-01-04,09:25,PE,21800,71.55
2025-01-04,09:25,PE,21900,75.05
2025-01-04,09:25,PE,22000,88.6
2025-01-04,09:25,PE,22100,93.6
2025-01-04,09:25,PE,22200,103.8
2025-01-04,09:25,PE,22300,114.95
2025-01-04,09:25,PE,22400,127.95
2025-01-04,09:25,PE,22500,144.0
2025-01-04,09:25,PE,22700,175.5
2025-01-04,09:25,PE,22800,198.15
2025-01-04,09:25,PE,22900,214.9
2025-01-04,09:25,PE,23000,244.4
2025-01-04,09:25,PE,23100,264.9
2025-01-04,09:25,PE,23200,296.1
2025-01-04,09:25,PE,23300,324.45
2025-01-04,09:25,PE,23400,363.25
2025-01-04,09:25,PE,23450,379.0
2025-01-04,09:25,PE,23500,397.45
2025-01-04,09:25,PE,23600,436.65
2025-01-04,09:25,PE,23650,440.0
2025-01-04,09:25,PE,23700,474.45
2025-01-04,09:25,PE,23800,525.8
2025-01-04,09:25,PE,23900,575.9
2025-01-04,09:25,PE,24000,632.45
2025-01-04,09:25,PE,24200,753.45
2025-01-04,09:25,PE,24300,809.95
2025-01-04,09:25,PE,24400,863.95
2025-01-04,09:25,PE,24500,956.65
2025-01-04,09:30,CE,22000,1795.0
2025-01-04,09:30,CE,22500,1335.0
2025-01-04,09:30,CE,22900,1000.5
2025-01-04,09:30,CE,23000,934.95
2025-01-04,09:30,CE,23100,879.65
2025-01-04,09:30,CE,23200,788.45
2025-01-04,09:30,CE,23300,722.55
2025-01-04,09:30,CE,23500,589.65
2025-01-04,09:30,CE,23550,565.9
2025-01-04,09:30,CE,23600,527.0
2025-01-04,09:30,CE,23650,480.4
2025-01-04,09:30,CE,23700,473.0
2025-01-04,09:30,CE,23750,452.0
2025-01-04,09:30,CE,23800,418.0
2025-01-04,09:30,CE,23900,369.6
2025-01-04,09:30,CE,24000,328.3
